hosp_date,age_group,new_hosp
2022-07-30,60-79,3764
2022-07-30,80+,4300
2022-07-31,00-04,225
2022-07-31,00+,5890
2022-07-31,05-14,71
2022-07-31,15-34,515
2022-07-31,35-59,843
2022-07-31,60-79,1968
2022-07-31,80+,2268
2022-08-01,00-04,206
2022-08-01,00+,5642
2022-08-01,05-14,67
2022-08-01,15-34,513
2022-08-01,35-59,816
2022-08-01,60-79,1875
2022-08-01,80+,2165
2022-08-02,00-04,492
2022-08-02,00+,11531
2022-08-02,05-14,145
2022-08-02,15-34,863
2022-08-02,35-59,1736
2022-08-02,60-79,4068
2022-08-02,80+,4227
2022-08-03,00-04,338
2022-08-03,00+,12392
2022-08-03,05-14,149
2022-08-03,15-34,1009
2022-08-03,35-59,1809
2022-08-03,60-79,4270
2022-08-03,80+,4817
2022-08-04,00-04,416
2022-08-04,00+,9776
2022-08-04,05-14,98
2022-08-04,15-34,714
2022-08-04,35-59,1477
2022-08-04,60-79,3292
2022-08-04,80+,3779
2022-08-05,00-04,349
2022-08-05,00+,9438
2022-08-05,05-14,94
2022-08-05,15-34,702
2022-08-05,35-59,1397
2022-08-05,60-79,3309
2022-08-05,80+,3587
2022-08-06,00-04,382
2022-08-06,00+,9725
2022-08-06,05-14,116
2022-08-06,15-34,900
2022-08-06,35-59,1521
2022-08-06,60-79,3294
2022-08-06,80+,3512
2022-08-07,00-04,216
2022-08-07,00+,5041
2022-08-07,05-14,51
2022-08-07,15-34,433
2022-08-07,35-59,773
2022-08-07,60-79,1671
2022-08-07,80+,1897
2022-08-08,00-04,202
2022-08-08,00+,4799
2022-08-08,05-14,50
2022-08-08,15-34,405
2022-08-08,35-59,741
2022-08-08,60-79,1593
2022-08-08,80+,1808
2022-08-09,00-04,376
2022-08-09,00+,10110
2022-08-09,05-14,88
2022-08-09,15-34,837
2022-08-09,35-59,1479
2022-08-09,60-79,3429
2022-08-09,80+,3901
2022-08-10,00-04,324
2022-08-10,00+,9704
2022-08-10,05-14,102
2022-08-10,15-34,807
2022-08-10,35-59,1316
2022-08-10,60-79,3380
2022-08-10,80+,3775
2022-08-11,00-04,288
2022-08-11,00+,8328
2022-08-11,05-14,143
2022-08-11,15-34,744
2022-08-11,35-59,1157
2022-08-11,60-79,2828
2022-08-11,80+,3168
2022-08-12,00-04,278
2022-08-12,00+,7927
2022-08-12,05-14,125
2022-08-12,15-34,770
2022-08-12,35-59,1210
2022-08-12,60-79,2622
2022-08-12,80+,2922
2022-08-13,00-04,287
2022-08-13,00+,7570
2022-08-13,05-14,99
2022-08-13,15-34,610
2022-08-13,35-59,1051
2022-08-13,60-79,2516
2022-08-13,80+,3007
2022-08-14,00-04,172
2022-08-14,00+,4077
2022-08-14,05-14,54
2022-08-14,15-34,375
2022-08-14,35-59,583
2022-08-14,60-79,1349
2022-08-14,80+,1544
2022-08-15,00-04,164
2022-08-15,00+,3855
2022-08-15,05-14,52
2022-08-15,15-34,349
2022-08-15,35-59,555
2022-08-15,60-79,1274
2022-08-15,80+,1461
2022-08-16,00-04,264
2022-08-16,00+,8066
2022-08-16,05-14,89
2022-08-16,15-34,697
2022-08-16,35-59,1276
2022-08-16,60-79,2687
2022-08-16,80+,3053
2022-08-17,00-04,288
2022-08-17,00+,8473
2022-08-17,05-14,113
2022-08-17,15-34,650
2022-08-17,35-59,1320
2022-08-17,60-79,2993
2022-08-17,80+,3109
2022-08-18,00-04,266
2022-08-18,00+,8115
2022-08-18,05-14,80
2022-08-18,15-34,630
2022-08-18,35-59,1268
2022-08-18,60-79,2840
2022-08-18,80+,3031
2022-08-19,00-04,268
2022-08-19,00+,7766
2022-08-19,05-14,104
2022-08-19,15-34,756
2022-08-19,35-59,1081
2022-08-19,60-79,2582
2022-08-19,80+,2975
2022-08-20,00-04,265
2022-08-20,00+,7461
2022-08-20,05-14,89
2022-08-20,15-34,584
2022-08-20,35-59,1081
2022-08-20,60-79,2517
2022-08-20,80+,2925
2022-08-21,00-04,165
2022-08-21,00+,3989
2022-08-21,05-14,42
2022-08-21,15-34,344
2022-08-21,35-59,611
2022-08-21,60-79,1337
2022-08-21,80+,1490
2022-08-22,00-04,157
2022-08-22,00+,3802
2022-08-22,05-14,41
2022-08-22,15-34,331
2022-08-22,35-59,588
2022-08-22,60-79,1274
2022-08-22,80+,1411
2022-08-23,00-04,354
2022-08-23,00+,9180
2022-08-23,05-14,100
2022-08-23,15-34,763
2022-08-23,35-59,1420
2022-08-23,60-79,3030
2022-08-23,80+,3513
2022-08-24,00-04,249
2022-08-24,00+,8465
2022-08-24,05-14,118
2022-08-24,15-34,602
2022-08-24,35-59,1361
2022-08-24,60-79,2753
2022-08-24,80+,3382
2022-08-25,00-04,222
2022-08-25,00+,7735
2022-08-25,05-14,77
2022-08-25,15-34,637
2022-08-25,35-59,1359
2022-08-25,60-79,2521
2022-08-25,80+,2919
2022-08-26,00-04,281
2022-08-26,00+,8011
2022-08-26,05-14,97
2022-08-26,15-34,572
2022-08-26,35-59,1447
2022-08-26,60-79,2519
2022-08-26,80+,3095
2022-08-27,00-04,216
2022-08-27,00+,6726
2022-08-27,05-14,95
2022-08-27,15-34,488
2022-08-27,35-59,1028
2022-08-27,60-79,2191
2022-08-27,80+,2708
2022-08-28,00-04,147
2022-08-28,00+,3377
2022-08-28,05-14,56
2022-08-28,15-34,265
2022-08-28,35-59,564
2022-08-28,60-79,1086
2022-08-28,80+,1259
2022-08-29,00-04,137
2022-08-29,00+,3202
2022-08-29,05-14,53
2022-08-29,15-34,255
2022-08-29,35-59,538
2022-08-29,60-79,1032
2022-08-29,80+,1187
2022-08-30,00-04,226
2022-08-30,00+,7411
2022-08-30,05-14,135
2022-08-30,15-34,689
2022-08-30,35-59,1144
2022-08-30,60-79,2379
2022-08-30,80+,2838
2022-08-31,00-04,240
2022-08-31,00+,7001
2022-08-31,05-14,67
2022-08-31,15-34,615
2022-08-31,35-59,1048
2022-08-31,60-79,2367
2022-08-31,80+,2664
2022-09-01,00-04,199
2022-09-01,00+,5734
2022-09-01,05-14,94
2022-09-01,15-34,493
2022-09-01,35-59,879
2022-09-01,60-79,2040
2022-09-01,80+,2029
2022-09-02,00-04,164
2022-09-02,00+,5847
2022-09-02,05-14,60
2022-09-02,15-34,530
2022-09-02,35-59,928
2022-09-02,60-79,2112
2022-09-02,80+,2053
2022-09-03,00-04,182
2022-09-03,00+,5555
2022-09-03,05-14,87
2022-09-03,15-34,452
2022-09-03,35-59,871
2022-09-03,60-79,1933
2022-09-03,80+,2030
2022-09-04,00-04,106
2022-09-04,00+,2821
2022-09-04,05-14,35
2022-09-04,15-34,224
2022-09-04,35-59,447
2022-09-04,60-79,997
2022-09-04,80+,1012
2022-09-05,00-04,97
2022-09-05,00+,2664
2022-09-05,05-14,34
2022-09-05,15-34,215
2022-09-05,35-59,428
2022-09-05,60-79,931
2022-09-05,80+,959
2022-09-06,00-04,271
2022-09-06,00+,5978
2022-09-06,05-14,64
2022-09-06,15-34,515
2022-09-06,35-59,963
2022-09-06,60-79,2039
2022-09-06,80+,2126
2022-09-07,00-04,226
2022-09-07,00+,6023
2022-09-07,05-14,78
2022-09-07,15-34,445
2022-09-07,35-59,1073
2022-09-07,60-79,2002
2022-09-07,80+,2199
2022-09-08,00-04,227
2022-09-08,00+,5308
2022-09-08,05-14,112
2022-09-08,15-34,409
2022-09-08,35-59,903
2022-09-08,60-79,1773
2022-09-08,80+,1884
2022-09-09,00-04,176
2022-09-09,00+,5411
2022-09-09,05-14,108
2022-09-09,15-34,445
2022-09-09,35-59,759
2022-09-09,60-79,1840
2022-09-09,80+,2083
2022-09-10,00-04,202
2022-09-10,00+,4900
2022-09-10,05-14,83
2022-09-10,15-34,464
2022-09-10,35-59,719
2022-09-10,60-79,1630
2022-09-10,80+,1802
2022-09-11,00-04,117
2022-09-11,00+,2723
2022-09-11,05-14,49
2022-09-11,15-34,237
2022-09-11,35-59,403
2022-09-11,60-79,897
2022-09-11,80+,1020
2022-09-12,00-04,108
2022-09-12,00+,2560
2022-09-12,05-14,43
2022-09-12,15-34,225
2022-09-12,35-59,384
2022-09-12,60-79,836
2022-09-12,80+,964
2022-09-13,00-04,246
2022-09-13,00+,6703
2022-09-13,05-14,111
2022-09-13,15-34,537
2022-09-13,35-59,1081
2022-09-13,60-79,2228
2022-09-13,80+,2500
2022-09-14,00-04,161
2022-09-14,00+,5329
2022-09-14,05-14,61
2022-09-14,15-34,360
2022-09-14,35-59,778
2022-09-14,60-79,1817
2022-09-14,80+,2152
2022-09-15,00-04,197
2022-09-15,00+,5576
2022-09-15,05-14,48
2022-09-15,15-34,416
2022-09-15,35-59,799
2022-09-15,60-79,2001
2022-09-15,80+,2115
2022-09-16,00-04,195
2022-09-16,00+,5174
2022-09-16,05-14,75
2022-09-16,15-34,402
2022-09-16,35-59,817
2022-09-16,60-79,1729
2022-09-16,80+,1956
2022-09-17,00-04,137
2022-09-17,00+,5209
2022-09-17,05-14,57
2022-09-17,15-34,436
2022-09-17,35-59,777
2022-09-17,60-79,1813
2022-09-17,80+,1989
2022-09-18,00-04,93
2022-09-18,00+,2940
2022-09-18,05-14,38
2022-09-18,15-34,225
2022-09-18,35-59,469
2022-09-18,60-79,1018
2022-09-18,80+,1097
2022-09-19,00-04,87
2022-09-19,00+,2811
2022-09-19,05-14,36
2022-09-19,15-34,221
2022-09-19,35-59,447
2022-09-19,60-79,972
2022-09-19,80+,1048
2022-09-20,00-04,225
2022-09-20,00+,6622
2022-09-20,05-14,80
2022-09-20,15-34,478
2022-09-20,35-59,1102
2022-09-20,60-79,2238
2022-09-20,80+,2499
2022-09-21,00-04,139
2022-09-21,00+,5937
2022-09-21,05-14,120
2022-09-21,15-34,482
2022-09-21,35-59,886
2022-09-21,60-79,2063
2022-09-21,80+,2247
2022-09-22,00-04,194
2022-09-22,00+,6569
2022-09-22,05-14,94
2022-09-22,15-34,563
2022-09-22,35-59,972
2022-09-22,60-79,2349
2022-09-22,80+,2397
2022-09-23,00-04,185
2022-09-23,00+,7060
2022-09-23,05-14,127
2022-09-23,15-34,455
2022-09-23,35-59,1052
2022-09-23,60-79,2433
2022-09-23,80+,2808
2022-09-24,00-04,204
2022-09-24,00+,6979
2022-09-24,05-14,72
2022-09-24,15-34,542
2022-09-24,35-59,1016
2022-09-24,60-79,2376
2022-09-24,80+,2769
2022-09-25,00-04,111
2022-09-25,00+,3955
2022-09-25,05-14,49
2022-09-25,15-34,300
2022-09-25,35-59,565
2022-09-25,60-79,1372
2022-09-25,80+,1558
2022-09-26,00-04,105
2022-09-26,00+,3787
2022-09-26,05-14,45
2022-09-26,15-34,291
2022-09-26,35-59,539
2022-09-26,60-79,1321
2022-09-26,80+,1486
2022-09-27,00-04,226
2022-09-27,00+,8979
2022-09-27,05-14,111
2022-09-27,15-34,623
2022-09-27,35-59,1374
2022-09-27,60-79,2982
2022-09-27,80+,3663
2022-09-28,00-04,246
2022-09-28,00+,8940
2022-09-28,05-14,72
2022-09-28,15-34,561
2022-09-28,35-59,1309
2022-09-28,60-79,3070
2022-09-28,80+,3682
2022-09-29,00-04,238
2022-09-29,00+,8477
2022-09-29,05-14,92
2022-09-29,15-34,524
2022-09-29,35-59,1215
2022-09-29,60-79,2933
2022-09-29,80+,3475
2022-09-30,00-04,298
2022-09-30,00+,10637
2022-09-30,05-14,127
2022-09-30,15-34,631
2022-09-30,35-59,1515
2022-09-30,60-79,3594
2022-09-30,80+,4472
2022-10-01,00-04,268
2022-10-01,00+,10582
2022-10-01,05-14,101
2022-10-01,15-34,697
2022-10-01,35-59,1529
2022-10-01,60-79,3782
2022-10-01,80+,4205
2022-10-02,00-04,146
2022-10-02,00+,6536
2022-10-02,05-14,58
2022-10-02,15-34,405
2022-10-02,35-59,966
2022-10-02,60-79,2265
2022-10-02,80+,2696
2022-10-03,00-04,134
2022-10-03,00+,6246
2022-10-03,05-14,56
2022-10-03,15-34,393
2022-10-03,35-59,932
2022-10-03,60-79,2166
2022-10-03,80+,2565
2022-10-04,00-04,89
2022-10-04,00+,4189
2022-10-04,05-14,36
2022-10-04,15-34,253
2022-10-04,35-59,620
2022-10-04,60-79,1497
2022-10-04,80+,1694
2022-10-05,00-04,272
2022-10-05,00+,12692
2022-10-05,05-14,92
2022-10-05,15-34,818
2022-10-05,35-59,1719
2022-10-05,60-79,4339
2022-10-05,80+,5452
2022-10-06,00-04,312
2022-10-06,00+,13246
2022-10-06,05-14,54
2022-10-06,15-34,730
2022-10-06,35-59,1723
2022-10-06,60-79,4565
2022-10-06,80+,5862
2022-10-07,00-04,350
2022-10-07,00+,16081
2022-10-07,05-14,106
2022-10-07,15-34,1028
2022-10-07,35-59,2233
2022-10-07,60-79,5519
2022-10-07,80+,6845
2022-10-08,00-04,291
2022-10-08,00+,14265
2022-10-08,05-14,82
2022-10-08,15-34,780
2022-10-08,35-59,1935
2022-10-08,60-79,5116
2022-10-08,80+,6061
2022-10-09,00-04,190
2022-10-09,00+,8418
2022-10-09,05-14,48
2022-10-09,15-34,431
2022-10-09,35-59,1151
2022-10-09,60-79,2950
2022-10-09,80+,3648
2022-10-10,00-04,176
2022-10-10,00+,8024
2022-10-10,05-14,44
2022-10-10,15-34,411
2022-10-10,35-59,1106
2022-10-10,60-79,2813
2022-10-10,80+,3474
2022-10-11,00-04,388
2022-10-11,00+,18168
2022-10-11,05-14,90
2022-10-11,15-34,927
2022-10-11,35-59,2457
2022-10-11,60-79,6279
2022-10-11,80+,8027
2022-10-12,00-04,344
2022-10-12,00+,18709
2022-10-12,05-14,92
2022-10-12,15-34,961
2022-10-12,35-59,2521
2022-10-12,60-79,6577
2022-10-12,80+,8214
2022-10-13,00-04,383
2022-10-13,00+,18892
2022-10-13,05-14,116
2022-10-13,15-34,977
2022-10-13,35-59,2343
2022-10-13,60-79,6516
2022-10-13,80+,8557
2022-10-14,00-04,324
2022-10-14,00+,17539
2022-10-14,05-14,91
2022-10-14,15-34,980
2022-10-14,35-59,2371
2022-10-14,60-79,6100
2022-10-14,80+,7673
2022-10-15,00-04,333
2022-10-15,00+,16784
2022-10-15,05-14,81
2022-10-15,15-34,873
2022-10-15,35-59,2289
2022-10-15,60-79,5858
2022-10-15,80+,7350
2022-10-16,00-04,207
2022-10-16,00+,10546
2022-10-16,05-14,58
2022-10-16,15-34,570
2022-10-16,35-59,1395
2022-10-16,60-79,3715
2022-10-16,80+,4601
2022-10-17,00-04,193
2022-10-17,00+,10072
2022-10-17,05-14,57
2022-10-17,15-34,548
2022-10-17,35-59,1346
2022-10-17,60-79,3548
2022-10-17,80+,4380
2022-10-18,00-04,355
2022-10-18,00+,20927
2022-10-18,05-14,103
2022-10-18,15-34,1132
2022-10-18,35-59,2665
2022-10-18,60-79,7496
2022-10-18,80+,9176
2022-10-19,00-04,391
2022-10-19,00+,20478
2022-10-19,05-14,111
2022-10-19,15-34,1048
2022-10-19,35-59,2745
2022-10-19,60-79,7100
2022-10-19,80+,9083
2022-10-20,00-04,300
2022-10-20,00+,18329
2022-10-20,05-14,119
2022-10-20,15-34,829
2022-10-20,35-59,2442
2022-10-20,60-79,6388
2022-10-20,80+,8251
2022-10-21,00-04,345
2022-10-21,00+,19942
2022-10-21,05-14,123
2022-10-21,15-34,1130
2022-10-21,35-59,2795
2022-10-21,60-79,7096
2022-10-21,80+,8453
2022-10-22,00-04,286
2022-10-22,00+,17951
2022-10-22,05-14,108
2022-10-22,15-34,974
2022-10-22,35-59,2331
2022-10-22,60-79,6220
2022-10-22,80+,8032
2022-10-23,00-04,185
2022-10-23,00+,10310
2022-10-23,05-14,70
2022-10-23,15-34,538
2022-10-23,35-59,1356
2022-10-23,60-79,3681
2022-10-23,80+,4480
2022-10-24,00-04,171
2022-10-24,00+,9828
2022-10-24,05-14,66
2022-10-24,15-34,508
2022-10-24,35-59,1302
2022-10-24,60-79,3499
2022-10-24,80+,4282
2022-10-25,00-04,327
2022-10-25,00+,21181
2022-10-25,05-14,132
2022-10-25,15-34,989
2022-10-25,35-59,2763
2022-10-25,60-79,7309
2022-10-25,80+,9661
2022-10-26,00-04,273
2022-10-26,00+,17547
2022-10-26,05-14,107
2022-10-26,15-34,895
2022-10-26,35-59,2442
2022-10-26,60-79,6347
2022-10-26,80+,7483
2022-10-27,00-04,293
2022-10-27,00+,16344
2022-10-27,05-14,84
2022-10-27,15-34,831
2022-10-27,35-59,2117
2022-10-27,60-79,5869
2022-10-27,80+,7150
2022-10-28,00-04,310
2022-10-28,00+,16123
2022-10-28,05-14,142
2022-10-28,15-34,819
2022-10-28,35-59,2110
2022-10-28,60-79,5810
2022-10-28,80+,6932
2022-10-29,00-04,252
2022-10-29,00+,14556
2022-10-29,05-14,101
2022-10-29,15-34,652
2022-10-29,35-59,2016
2022-10-29,60-79,5272
2022-10-29,80+,6263
2022-10-30,00-04,153
2022-10-30,00+,7950
2022-10-30,05-14,60
2022-10-30,15-34,356
2022-10-30,35-59,1111
2022-10-30,60-79,2877
2022-10-30,80+,3393
2022-10-31,00-04,144
2022-10-31,00+,7532
2022-10-31,05-14,54
2022-10-31,15-34,343
2022-10-31,35-59,1069
2022-10-31,60-79,2727
2022-10-31,80+,3195
2022-11-01,00-04,187
2022-11-01,00+,11446
2022-11-01,05-14,67
2022-11-01,15-34,554
2022-11-01,35-59,1611
2022-11-01,60-79,4162
2022-11-01,80+,4865
2022-11-02,00-04,147
2022-11-02,00+,8369
2022-11-02,05-14,37
2022-11-02,15-34,435
2022-11-02,35-59,1105
2022-11-02,60-79,3093
2022-11-02,80+,3552
2022-11-03,00-04,242
2022-11-03,00+,14703
2022-11-03,05-14,96
2022-11-03,15-34,733
2022-11-03,35-59,1909
2022-11-03,60-79,5207
2022-11-03,80+,6516
2022-11-04,00-04,247
2022-11-04,00+,14062
2022-11-04,05-14,108
2022-11-04,15-34,654
2022-11-04,35-59,1928
2022-11-04,60-79,5028
2022-11-04,80+,6097
2022-11-05,00-04,184
2022-11-05,00+,11621
2022-11-05,05-14,79
2022-11-05,15-34,557
2022-11-05,35-59,1565
2022-11-05,60-79,4081
2022-11-05,80+,5155
2022-11-06,00-04,120
2022-11-06,00+,5818
2022-11-06,05-14,39
2022-11-06,15-34,319
2022-11-06,35-59,770
2022-11-06,60-79,2029
2022-11-06,80+,2541
2022-11-07,00-04,115
2022-11-07,00+,5498
2022-11-07,05-14,38
2022-11-07,15-34,302
2022-11-07,35-59,735
2022-11-07,60-79,1920
2022-11-07,80+,2388
2022-11-08,00-04,289
2022-11-08,00+,14638
2022-11-08,05-14,121
2022-11-08,15-34,806
2022-11-08,35-59,1889
2022-11-08,60-79,5138
2022-11-08,80+,6395
2022-11-09,00-04,186
2022-11-09,00+,14434
2022-11-09,05-14,99
2022-11-09,15-34,823
2022-11-09,35-59,1774
2022-11-09,60-79,5301
2022-11-09,80+,6251
2022-11-10,00-04,221
2022-11-10,00+,10196
2022-11-10,05-14,70
2022-11-10,15-34,632
2022-11-10,35-59,1397
2022-11-10,60-79,3630
2022-11-10,80+,4246
2022-11-11,00-04,163
2022-11-11,00+,9586
2022-11-11,05-14,86
2022-11-11,15-34,625
2022-11-11,35-59,1286
2022-11-11,60-79,3411
2022-11-11,80+,4015
2022-11-12,00-04,186
2022-11-12,00+,9453
2022-11-12,05-14,60
2022-11-12,15-34,480
2022-11-12,35-59,1190
2022-11-12,60-79,3305
2022-11-12,80+,4232
2022-11-13,00-04,111
2022-11-13,00+,5126
2022-11-13,05-14,29
2022-11-13,15-34,264
2022-11-13,35-59,682
2022-11-13,60-79,1830
2022-11-13,80+,2210
2022-11-14,00-04,107
2022-11-14,00+,4880
2022-11-14,05-14,28
2022-11-14,15-34,255
2022-11-14,35-59,646
2022-11-14,60-79,1742
2022-11-14,80+,2102
2022-11-15,00-04,203
2022-11-15,00+,11420
2022-11-15,05-14,80
2022-11-15,15-34,620
2022-11-15,35-59,1504
2022-11-15,60-79,4065
2022-11-15,80+,4948
2022-11-16,00-04,201
2022-11-16,00+,10208
2022-11-16,05-14,48
2022-11-16,15-34,557
2022-11-16,35-59,1408
2022-11-16,60-79,3703
2022-11-16,80+,4291
2022-11-17,00-04,157
2022-11-17,00+,8490
2022-11-17,05-14,45
2022-11-17,15-34,463
2022-11-17,35-59,1160
2022-11-17,60-79,3153
2022-11-17,80+,3512
2022-11-18,00-04,221
2022-11-18,00+,8772
2022-11-18,05-14,58
2022-11-18,15-34,475
2022-11-18,35-59,1180
2022-11-18,60-79,2932
2022-11-18,80+,3906
2022-11-19,00-04,205
2022-11-19,00+,8096
2022-11-19,05-14,71
2022-11-19,15-34,474
2022-11-19,35-59,1111
2022-11-19,60-79,2832
2022-11-19,80+,3403
2022-11-20,00-04,112
2022-11-20,00+,4747
2022-11-20,05-14,31
2022-11-20,15-34,292
2022-11-20,35-59,651
2022-11-20,60-79,1637
2022-11-20,80+,2024
2022-11-21,00-04,105
2022-11-21,00+,4511
2022-11-21,05-14,30
2022-11-21,15-34,281
2022-11-21,35-59,620
2022-11-21,60-79,1565
2022-11-21,80+,1910
2022-11-22,00-04,158
2022-11-22,00+,9484
2022-11-22,05-14,76
2022-11-22,15-34,558
2022-11-22,35-59,1208
2022-11-22,60-79,3431
2022-11-22,80+,4053
2022-11-23,00-04,155
2022-11-23,00+,8892
2022-11-23,05-14,56
2022-11-23,15-34,535
2022-11-23,35-59,1275
2022-11-23,60-79,3171
2022-11-23,80+,3700
2022-11-24,00-04,143
2022-11-24,00+,9003
2022-11-24,05-14,87
2022-11-24,15-34,461
2022-11-24,35-59,1294
2022-11-24,60-79,3211
2022-11-24,80+,3807
2022-11-25,00-04,146
2022-11-25,00+,8135
2022-11-25,05-14,66
2022-11-25,15-34,438
2022-11-25,35-59,1081
2022-11-25,60-79,2844
2022-11-25,80+,3560
2022-11-26,00-04,127
2022-11-26,00+,7990
2022-11-26,05-14,70
2022-11-26,15-34,465
2022-11-26,35-59,1188
2022-11-26,60-79,2817
2022-11-26,80+,3323
2022-11-27,00-04,75
2022-11-27,00+,5045
2022-11-27,05-14,38
2022-11-27,15-34,282
2022-11-27,35-59,696
2022-11-27,60-79,1770
2022-11-27,80+,2184
2022-11-28,00-04,71
2022-11-28,00+,4833
2022-11-28,05-14,35
2022-11-28,15-34,271
2022-11-28,35-59,669
2022-11-28,60-79,1695
2022-11-28,80+,2092
2022-11-29,00-04,167
2022-11-29,00+,10816
2022-11-29,05-14,96
2022-11-29,15-34,639
2022-11-29,35-59,1510
2022-11-29,60-79,3670
2022-11-29,80+,4734
2022-11-30,00-04,167
2022-11-30,00+,10247
2022-11-30,05-14,67
2022-11-30,15-34,526
2022-11-30,35-59,1352
2022-11-30,60-79,3669
2022-11-30,80+,4466
2022-12-01,00-04,180
2022-12-01,00+,9569
2022-12-01,05-14,72
2022-12-01,15-34,509
2022-12-01,35-59,1290
2022-12-01,60-79,3301
2022-12-01,80+,4217
2022-12-02,00-04,117
2022-12-02,00+,9749
2022-12-02,05-14,88
2022-12-02,15-34,586
2022-12-02,35-59,1453
2022-12-02,60-79,3243
2022-12-02,80+,4262
2022-12-03,00-04,161
2022-12-03,00+,9517
2022-12-03,05-14,56
2022-12-03,15-34,572
2022-12-03,35-59,1377
2022-12-03,60-79,3227
2022-12-03,80+,4124
2022-12-04,00-04,97
2022-12-04,00+,6060
2022-12-04,05-14,40
2022-12-04,15-34,367
2022-12-04,35-59,886
2022-12-04,60-79,2071
2022-12-04,80+,2599
2022-12-05,00-04,89
2022-12-05,00+,5801
2022-12-05,05-14,37
2022-12-05,15-34,345
2022-12-05,35-59,863
2022-12-05,60-79,1982
2022-12-05,80+,2485
2022-12-06,00-04,158
2022-12-06,00+,11404
2022-12-06,05-14,87
2022-12-06,15-34,628
2022-12-06,35-59,1659
2022-12-06,60-79,3869
2022-12-06,80+,5003
2022-12-07,00-04,194
2022-12-07,00+,11751
2022-12-07,05-14,66
2022-12-07,15-34,606
2022-12-07,35-59,1658
2022-12-07,60-79,4005
2022-12-07,80+,5222
2022-12-08,00-04,177
2022-12-08,00+,10672
2022-12-08,05-14,47
2022-12-08,15-34,631
2022-12-08,35-59,1518
2022-12-08,60-79,3737
2022-12-08,80+,4562
2022-12-09,00-04,144
2022-12-09,00+,11368
2022-12-09,05-14,42
2022-12-09,15-34,583
2022-12-09,35-59,1591
2022-12-09,60-79,4082
2022-12-09,80+,4926
2022-12-10,00-04,134
2022-12-10,00+,11558
2022-12-10,05-14,61
2022-12-10,15-34,592
2022-12-10,35-59,1615
2022-12-10,60-79,4257
2022-12-10,80+,4899
2022-12-11,00-04,101
2022-12-11,00+,7046
2022-12-11,05-14,33
2022-12-11,15-34,349
2022-12-11,35-59,975
2022-12-11,60-79,2505
2022-12-11,80+,3083
2022-12-12,00-04,93
2022-12-12,00+,6706
2022-12-12,05-14,33
2022-12-12,15-34,334
2022-12-12,35-59,940
2022-12-12,60-79,2378
2022-12-12,80+,2928
2022-12-13,00-04,214
2022-12-13,00+,13664
2022-12-13,05-14,45
2022-12-13,15-34,635
2022-12-13,35-59,1787
2022-12-13,60-79,4839
2022-12-13,80+,6144
2022-12-14,00-04,212
2022-12-14,00+,13384
2022-12-14,05-14,57
2022-12-14,15-34,689
2022-12-14,35-59,1766
2022-12-14,60-79,4591
2022-12-14,80+,6069
2022-12-15,00-04,182
2022-12-15,00+,13538
2022-12-15,05-14,46
2022-12-15,15-34,670
2022-12-15,35-59,1764
2022-12-15,60-79,4763
2022-12-15,80+,6113
2022-12-16,00-04,177
2022-12-16,00+,13507
2022-12-16,05-14,56
2022-12-16,15-34,598
2022-12-16,35-59,1924
2022-12-16,60-79,4779
2022-12-16,80+,5973
2022-12-17,00-04,156
2022-12-17,00+,12689
2022-12-17,05-14,42
2022-12-17,15-34,641
2022-12-17,35-59,1697
2022-12-17,60-79,4638
2022-12-17,80+,5515
2022-12-18,00-04,116
2022-12-18,00+,8205
2022-12-18,05-14,33
2022-12-18,15-34,398
2022-12-18,35-59,1121
2022-12-18,60-79,2897
2022-12-18,80+,3640
2022-12-19,00-04,105
2022-12-19,00+,7851
2022-12-19,05-14,32
2022-12-19,15-34,380
2022-12-19,35-59,1075
2022-12-19,60-79,2774
2022-12-19,80+,3485
2022-12-20,00-04,213
2022-12-20,00+,15299
2022-12-20,05-14,38
2022-12-20,15-34,779
2022-12-20,35-59,2038
2022-12-20,60-79,5361
2022-12-20,80+,6870
2022-12-21,00-04,166
2022-12-21,00+,15857
2022-12-21,05-14,72
2022-12-21,15-34,847
2022-12-21,35-59,2161
2022-12-21,60-79,5570
2022-12-21,80+,7041
2022-12-22,00-04,162
2022-12-22,00+,15348
2022-12-22,05-14,62
2022-12-22,15-34,795
2022-12-22,35-59,2043
2022-12-22,60-79,5520
2022-12-22,80+,6766
2022-12-23,00-04,178
2022-12-23,00+,14219
2022-12-23,05-14,68
2022-12-23,15-34,705
2022-12-23,35-59,1794
2022-12-23,60-79,5093
2022-12-23,80+,6381
2022-12-24,00-04,160
2022-12-24,00+,13742
2022-12-24,05-14,69
2022-12-24,15-34,724
2022-12-24,35-59,1738
2022-12-24,60-79,4932
2022-12-24,80+,6119
2022-12-25,00-04,120
2022-12-25,00+,9143
2022-12-25,05-14,49
2022-12-25,15-34,456
2022-12-25,35-59,1222
2022-12-25,60-79,3304
2022-12-25,80+,3992
2022-12-26,00-04,118
2022-12-26,00+,8740
2022-12-26,05-14,48
2022-12-26,15-34,439
2022-12-26,35-59,1172
2022-12-26,60-79,3160
2022-12-26,80+,3803
2022-12-27,00-04,74
2022-12-27,00+,5821
2022-12-27,05-14,34
2022-12-27,15-34,293
2022-12-27,35-59,802
2022-12-27,60-79,2124
2022-12-27,80+,2494
2022-12-28,00-04,194
2022-12-28,00+,15312
2022-12-28,05-14,63
2022-12-28,15-34,699
